"category_id","category","recipe_id"
"948","일식","1001616"
"949","중식","1001617"
"950","중식","1001618"
"951","중식","1001619"
"952","중식","1001620"
"953","중식","1001621"
"954","중식","1001622"
"955","중식","1001623"
"956","중식","1001624"
"957","중식","1001625"
"958","중식","1001626"
"959","중식","1001627"
"960","중식","1001628"
"961","중식","1001629"
"962","중식","1001630"
"963","중식","1001631"
"964","중식","1001632"
"965","중식","1001633"
"966","중식","1001634"
"967","중식","1001635"
"968","중식","1001636"
"969","중식","1001637"
"970","중식","1001638"
"971","중식","1001639"
"972","중식","1001640"
"973","퓨전","1001641"
"974","퓨전","1001642"
"975","퓨전","1001643"
"976","퓨전","1001644"
"977","퓨전","1001645"
"978","퓨전","1001646"
"979","퓨전","1001647"
"980","퓨전","1001648"
"981","퓨전","1001649"
"982","퓨전","1001650"
"983","퓨전","1001651"
"984","퓨전","1001652"
"985","퓨전","1001653"
"986","퓨전","1001654"
"987","퓨전","1001655"
"988","퓨전","1001656"
"989","퓨전","1001657"
"990","퓨전","1001658"
"991","퓨전","1001659"
"992","퓨전","1001660"
"993","퓨전","1001661"
"994","퓨전","1001662"
"995","퓨전","1001663"
"996","퓨전","1001664"
"997","퓨전","1001665"
"998","퓨전","1001666"
"999","퓨전","1001667"
"1000","퓨전","1001668"
"1001","퓨전","1001669"
"1002","퓨전","1001670"
"1003","퓨전","1001671"
"1004","퓨전","1001672"
"1005","퓨전","1001673"
"1006","퓨전","1001674"
"1007","한식","1001675"
"1008","한식","1001676"
"1009","한식","1001677"
"1010","한식","1001678"
"1011","한식","1001679"
"1012","한식","1001680"
"1013","한식","1001681"
"1014","한식","1001682"
"1015","한식","1001683"
"1016","한식","1001684"
"1017","한식","1001685"
"1018","한식","1001686"
"1019","한식","1001687"
"1020","한식","1001688"
"1021","한식","1001689"
"1022","한식","1001690"
"1023","한식","1001691"
"1024","한식","1001692"
"1025","한식","1001693"
"1026","한식","1001694"
"1027","한식","1001695"
"1028","한식","1001696"
"1029","한식","1001697"
"1030","한식","1001698"
"1031","한식","1001699"
"1032","한식","1001700"
"1033","한식","1001701"
"1034","한식","1001702"
"1035","한식","1001703"
"1036","한식","1001704"
"1037","한식","1001705"
"1038","한식","1001706"
"1039","한식","1001707"
"1040","한식","1001708"
"1041","한식","1001709"
"1042","한식","1001710"
"1043","한식","1001711"
"1044","한식","1001712"
"1045","한식","1001713"
"1046","한식","1001714"
"1047","한식","1001715"
"1048","한식","1001716"
"1049","한식","1001717"
"1050","한식","1001718"
"1051","한식","1001719"
"1052","한식","1001720"
"1053","한식","1001721"
"1054","한식","1001722"
"1055","한식","1001723"
"1056","한식","1001724"
"1057","한식","1001725"
"1058","한식","1001726"
"1059","한식","1001727"
"1060","한식","1001728"
"1061","일식","1001729"
"1062","일식","1001730"
"1063","일식","1001731"
"1064","중식","1001732"
"1065","아시안","1001733"
"1066","퓨전","1001734"
"1067","퓨전","1001735"
"1068","퓨전","1001736"
"1069","퓨전","1001737"
"1070","퓨전","1001738"
"1071","퓨전","1001739"
"1072","퓨전","1001740"
"1073","퓨전","1001741"
"1074","퓨전","1001742"
"1075","퓨전","1001743"
"1076","한식","1001744"
"1077","한식","1001745"
"1078","한식","1001746"
"1079","한식","1001747"
"1080","한식","1001748"
"1081","한식","1001749"
"1082","한식","1001750"
"1083","한식","1001751"
"1084","한식","1001752"
"1085","한식","1001753"
"1086","한식","1001754"
"1087","한식","1001755"
"1088","한식","1001756"
"1089","한식","1001757"
"1090","한식","1001758"
"1091","한식","1001759"
"1092","한식","1001760"
"1093","한식","1001761"
"1094","한식","1001762"
"1095","한식","1001763"
"1096","한식","1001764"
"1097","한식","1001765"
"1098","한식","1001766"
"1099","한식","1001767"
"1100","한식","1001768"
"1101","한식","1001769"
"1102","한식","1001770"
"1103","한식","1001771"
"1104","한식","1001772"
"1105","한식","1001773"
"1106","한식","1001774"
"1107","한식","1001775"
"1108","한식","1001776"
"1109","한식","1001777"
"1110","한식","1001778"
"1111","한식","1001779"
"1112","한식","1001780"
"1113","한식","1001781"
"1114","한식","1001782"
"1115","한식","1001783"
"1116","한식","1001784"
"1117","한식","1001785"
"1118","한식","1001786"
"1119","한식","1001787"
"1120","한식","1001788"
"1121","한식","1001789"
"1122","한식","1001790"
"1123","한식","1001791"
"1124","한식","1001792"
"1125","한식","1001793"
"1126","한식","1001794"
"1127","한식","1001795"
"1128","양식","1001796"
"1129","양식","1001797"
"1130","양식","1001798"
"1131","양식","1001799"
"1132","양식","1001800"
"1133","양식","1001801"
"1134","일식","1001802"
"1135","일식","1001803"
"1136","이탈리아","1001804"
"1137","퓨전","1001805"
"1138","퓨전","1001806"
"1139","퓨전","1001807"
"1140","퓨전","1001808"
"1141","퓨전","1001809"
"1142","퓨전","1001810"
"1143","퓨전","1001811"
"1144","퓨전","1001812"
"1145","퓨전","1001813"
"1146","한식","1001814"
"1147","한식","1001815"
"1148","한식","1001816"
"1149","한식","1001817"
"1150","한식","1001818"
"1151","한식","1001819"
"1152","한식","1001820"
"1153","한식","1001821"
"1154","한식","1001822"
"1155","한식","1001823"
"1156","한식","1001824"
"1157","한식","1001825"
"1158","한식","1001826"
"1159","한식","1001827"
"1160","한식","1001828"
"1161","한식","1001829"
"1162","한식","1001830"
"1163","한식","1001831"
"1164","한식","1001832"
"1165","한식","1001833"
"1166","한식","1001834"
"1167","한식","1001835"
"1168","한식","1001836"
"1169","한식","1001837"
"1170","한식","1001838"
"1171","한식","1001839"
"1172","한식","1001840"
"1173","한식","1001841"
"1174","한식","1001842"
"1175","한식","1001843"
"1176","한식","1001844"
"1177","한식","1001845"
"1178","한식","1001846"
"1179","한식","1001847"
"1180","한식","1001848"
"1181","한식","1001849"
"1182","한식","1001850"
"1183","한식","1001851"
"1184","한식","1001852"
"1185","한식","1001853"
"1186","한식","1001854"
"1187","한식","1001855"
"1188","한식","1001856"
"1189","한식","1001857"
"1190","한식","1001858"
"1191","한식","1001859"
"1192","한식","1001860"
"1193","한식","1001861"
"1194","한식","1001862"
"1195","한식","1001863"
"1196","한식","1001864"
"1197","한식","1001865"
"1198","한식","1001866"
"1199","한식","1001867"
"1200","한식","1001868"
"1201","한식","1001869"
"1202","한식","1001870"
"1203","한식","1001871"
"1204","한식","1001872"
"1205","한식","1001873"
"1206","한식","1001874"
"1207","한식","1001875"
"1208","한식","1001876"
"1209","한식","1001877"
"1210","한식","1001878"
"1211","한식","1001879"
"1212","한식","1001880"
"1213","양식","1001881"
"1214","양식","1001882"
"1215","양식","1001883"
"1216","양식","1001884"
"1217","양식","1001885"
"1218","양식","1001886"
"1219","양식","1001887"
"1220","양식","1001888"
"1221","양식","1001889"
"1222","양식","1001890"
"1223","양식","1001891"
"1224","양식","1001892"
"1225","양식","1001893"
"1226","양식","1001894"
"1227","양식","1001895"
"1228","양식","1001896"
"1229","양식","1001897"
"1230","양식","1001898"
"1231","양식","1001899"
"1232","양식","1001900"
"1233","양식","1001901"
"1234","양식","1001902"
"1235","양식","1001903"
"1236","양식","1001904"
"1237","양식","1001905"
"1238","양식","1001906"
"1239","양식","1001907"
"1240","양식","1001908"
"1241","양식","1001909"
"1242","양식","1001910"
"1243","양식","1001911"
"1244","양식","1001912"
"1245","양식","1001913"
"1246","양식","1001914"
"1247","양식","1001915"
"1248","양식","1001916"
"1249","양식","1001917"
"1250","양식","1001918"
"1251","양식","1001919"
"1252","양식","1001920"
"1253","일식","1001921"
"1254","일식","1001922"
"1255","일식","1001923"
"1256","일식","1001924"
"1257","일식","1001925"
"1258","중식","1001926"
"1259","중식","1001927"
"1260","아시안","1001928"
"1261","아시안","1001929"
"1262","아시안","1001930"
"1263","아시안","1001931"
"1264","아시안","1001932"
"1265","이탈리아","1001933"
"1266","이탈리아","1001934"
"1267","이탈리아","1001935"
"1268","이탈리아","1001936"
"1269","이탈리아","1001937"
"1270","이탈리아","1001938"
"1271","이탈리아","1001939"
"1272","이탈리아","1001940"
"1273","이탈리아","1001941"
"1274","이탈리아","1001942"
"1275","이탈리아","1001943"
"1276","이탈리아","1001944"
"1277","이탈리아","1001945"
"1278","퓨전","1001946"
"1279","퓨전","1001947"
"1280","퓨전","1001948"
"1281","퓨전","1001949"
"1282","퓨전","1001950"
"1283","퓨전","1001951"
"1284","퓨전","1001952"
"1285","퓨전","1001953"
"1286","퓨전","1001954"
"1287","퓨전","1001955"
"1288","퓨전","1001956"
"1289","퓨전","1001957"
"1290","퓨전","1001958"
"1291","퓨전","1001959"
"1292","퓨전","1001960"
"1293","퓨전","1001961"
"1294","퓨전","1001962"
"1295","퓨전","1001963"
"1296","퓨전","1001964"
"1297","퓨전","1001965"
"1298","퓨전","1001966"
"1299","퓨전","1001967"
"1300","퓨전","1001968"
"1301","퓨전","1001969"
"1302","퓨전","1001970"
"1303","퓨전","1001971"
"1304","퓨전","1001972"
"1305","퓨전","1001973"
"1306","퓨전","1001974"
"1307","퓨전","1001975"
"1308","한식","1001976"
"1309","한식","1001977"
"1310","한식","1001978"
"1311","한식","1001979"
"1312","한식","1001980"
"1313","한식","1001981"
"1314","한식","1001982"
"1315","한식","1001983"
"1316","한식","1001984"
"1317","한식","1001985"
"1318","한식","1001986"
"1319","한식","1001987"
"1320","한식","1001988"
"1321","한식","1001989"
"1322","한식","1001990"
"1323","한식","1001991"
"1324","한식","1001992"
"1325","한식","1001993"
"1326","한식","1001994"
"1327","한식","1001995"
"1328","한식","1001996"
"1329","한식","1001997"
"1330","한식","1001998"
"1331","한식","1001999"
"1332","한식","1002000"
"1333","한식","1002001"
"1334","한식","1002002"
"1335","한식","1002003"
"1336","한식","1002004"
"1337","한식","1002005"
"1338","한식","1002006"
"1339","한식","1002007"
"1340","한식","1002008"
"1341","한식","1002009"
"1342","한식","1002010"
"1343","한식","1002011"
"1344","한식","1002012"
"1345","한식","1002013"
"1346","한식","1002014"
"1347","한식","1002015"
"1348","한식","1002016"
"1349","한식","1002017"
"1350","한식","1002018"
"1351","한식","1002019"
"1352","한식","1002020"
"1353","한식","1002021"
"1354","한식","1002022"
"1355","한식","1002023"
"1356","한식","1002024"
"1357","한식","1002025"
"1358","한식","1002026"
"1359","한식","1002027"
"1360","한식","1002028"
"1361","한식","1002029"
"1362","한식","1002030"
"1363","한식","1002031"
"1364","한식","1002032"
"1365","한식","1002033"
"1366","한식","1002034"
"1367","한식","1002035"
"1368","한식","1002036"
"1369","한식","1002037"
"1370","한식","1002038"
"1371","한식","1002039"
"1372","한식","1002040"
"1373","양식","1002041"
"1374","양식","1002042"
"1375","일식","1002043"
"1376","일식","1002044"
"1377","일식","1002045"
"1378","중식","1002046"
"1379","중식","1002047"
"1380","카페","1002048"
"1381","카페","1002049"
"1382","카페","1002050"
"1383","카페","1002051"
"1384","카페","1002052"
"1385","카페","1002053"
"1386","카페","1002054"
"1387","카페","1002055"
"1388","카페","1002056"
"1389","카페","1002057"
"1390","카페","1002058"
"1391","카페","1002059"
"1392","카페","1002060"
"1393","카페","1002061"
"1394","카페","1002062"
"1395","카페","1002063"
"1396","카페","1002064"
"1397","카페","1002065"
"1398","카페","1002066"
"1399","카페","1002067"
"1400","카페","1002068"
"1401","카페","1002069"
"1402","카페","1002070"
"1403","카페","1002071"
"1404","카페","1002072"
"1405","카페","1002073"
"1406","카페","1002074"
"1407","카페","1002075"
"1408","카페","1002076"
"1409","카페","1002077"
"1410","카페","1002078"
"1411","카페","1002079"
"1412","카페","1002080"
"1413","카페","1002081"
"1414","카페","1002082"
"1415","카페","1002083"
"1416","카페","1002084"
"1417","카페","1002085"
"1418","카페","1002086"
"1419","카페","1002087"
"1420","카페","1002088"
"1421","카페","1002089"
"1422","카페","1002090"
"1423","카페","1002091"
"1424","카페","1002092"
"1425","카페","1002093"
"1426","카페","1002094"
"1427","카페","1002095"
"1428","카페","1002096"
"1429","카페","1002097"
"1430","카페","1002098"
"1431","카페","1002099"
"1432","카페","1002100"
"1433","카페","1002101"
"1434","카페","1002102"
"1435","카페","1002103"
"1436","카페","1002104"
"1437","카페","1002105"
"1438","카페","1002106"
"1439","카페","1002107"
"1440","카페","1002108"
"1441","카페","1002109"
"1442","카페","1002110"
"1443","카페","1002111"
"1444","카페","1002112"
"1445","카페","1002113"
"1446","카페","1002114"
"1447","카페","1002115"
"1448","카페","1002116"
"1449","카페","1002117"
"1450","카페","1002118"
"1451","카페","1002119"
"1452","카페","1002120"
"1453","카페","1002121"
"1454","카페","1002122"
"1455","카페","1002123"
"1456","카페","1002124"
"1457","카페","1002125"
"1458","카페","1002126"
"1459","카페","1002127"
"1460","카페","1002128"
"1461","카페","1002129"
"1462","카페","1002130"
"1463","카페","1002131"
"1464","카페","1002132"
"1465","카페","1002133"
"1466","카페","1002134"
"1467","카페","1002135"
"1468","카페","1002136"
"1469","카페","1002137"
"1470","카페","1002138"
"1471","카페","1002139"
"1472","카페","1002140"
"1473","카페","1002141"
"1474","카페","1002142"
"1475","카페","1002143"
"1476","카페","1002144"
"1477","카페","1002145"
"1478","카페","1002146"
"1479","카페","1002147"
"1480","카페","1002148"
"1481","카페","1002149"
"1482","카페","1002150"
"1483","카페","1002151"
"1484","카페","1002152"
"1485","카페","1002153"
"1486","카페","1002154"
"1487","카페","1002155"
"1488","카페","1002156"
"1489","카페","1002157"
"1490","카페","1002158"
"1491","카페","1002159"
"1492","카페","1002160"
"1493","카페","1002161"
"1494","카페","1002162"
"1495","카페","1002163"
"1496","카페","1002164"
"1497","카페","1002165"
"1498","카페","1002166"
"1499","카페","1002167"
"1500","카페","1002168"
"1501","카페","1002169"
"1502","카페","1002170"
"1503","카페","1002171"
"1504","카페","1002172"
"1505","카페","1002173"
"1506","카페","1002174"
"1507","카페","1002175"
"1508","카페","1002176"
"1509","카페","1002177"
"1510","카페","1002178"
"1511","카페","1002179"
"1512","카페","1002180"
"1513","카페","1002181"
"1514","카페","1002182"
"1515","카페","1002183"
"1516","카페","1002184"
"1517","카페","1002185"
"1518","카페","1002186"
"1519","카페","1002187"
"1520","카페","1002188"
"1521","카페","1002189"
"1522","카페","1002190"
"1523","카페","1002191"
"1524","카페","1002192"
"1525","카페","1002193"
"1526","카페","1002194"
"1527","카페","1002195"
"1528","카페","1002196"
"1529","카페","1002197"
"1530","카페","1002198"
"1531","카페","1002199"
"1532","카페","1002200"
"1533","카페","1002201"
"1534","카페","1002202"
"1535","카페","1002203"
"1536","카페","1002204"
"1537","카페","1002205"
"1538","카페","1002206"
"1539","카페","1002207"
"1540","카페","1002208"
"1541","카페","1002209"
"1542","카페","1002210"
"1543","카페","1002211"
"1544","카페","1002212"
"1545","카페","1002213"
"1546","카페","1002214"
"1547","카페","1002215"
"1548","카페","1002216"
"1549","카페","1002217"
"1550","카페","1002218"
"1551","카페","1002219"
"1552","카페","1002220"
"1553","카페","1002221"
"1554","카페","1002222"
"1555","카페","1002223"
"1556","카페","1002224"
"1557","카페","1002225"
"1558","카페","1002226"
"1559","카페","1002227"
"1560","카페","1002228"
"1561","카페","1002229"
"1562","카페","1002230"
"1563","카페","1002231"
"1564","카페","1002232"
"1565","카페","1002233"
"1566","카페","1002234"
"1567","카페","1002235"
"1568","카페","1002236"
"1569","카페","1002237"
"1570","카페","1002238"
"1571","카페","1002239"
"1572","카페","1002240"
"1573","카페","1002241"
"1574","양식","1002242"
"1575","양식","1002243"
"1576","양식","1002244"
"1577","양식","1002245"
"1578","양식","1002246"
"1579","양식","1002247"
"1580","양식","1002248"
"1581","양식","1002249"
"1582","양식","1002250"
"1583","양식","1002251"
"1584","양식","1002252"
"1585","양식","1002253"
"1586","양식","1002254"
"1587","양식","1002255"
"1588","양식","1002256"
"1589","양식","1002257"
"1590","양식","1002258"
"1591","일식","1002259"
"1592","이탈리아","1002260"
"1593","이탈리아","1002261"
"1594","이탈리아","1002262"
"1595","이탈리아","1002263"
"1596","멕시코","1002264"
"1597","카페","1002265"
"1598","카페","1002266"
"1599","카페","1002267"
"1600","카페","1002268"
"1601","카페","1002269"
"1602","카페","1002270"
"1603","카페","1002271"
"1604","카페","1002272"
"1605","카페","1002273"
"1606","카페","1002274"
"1607","카페","1002275"
"1608","카페","1002276"
"1609","카페","1002277"
"1610","카페","1002278"
"1611","카페","1002279"
"1612","카페","1002280"
"1613","카페","1002281"
"1614","카페","1002282"
"1615","카페","1002283"
"1616","카페","1002284"
"1617","카페","1002285"
"1618","카페","1002286"
"1619","카페","1002287"
"1620","카페","1002288"
"1621","카페","1002289"
"1622","카페","1002290"
"1623","카페","1002291"
"1624","카페","1002292"
"1625","카페","1002293"
"1626","카페","1002294"
"1627","카페","1002295"
"1628","카페","1002296"
"1629","카페","1002297"
"1630","카페","1002298"
"1631","카페","1002299"
"1632","카페","1002300"
"1633","카페","1002301"
"1634","카페","1002302"
"1635","카페","1002303"
"1636","카페","1002304"
"1637","카페","1002305"
"1638","카페","1002306"
"1639","카페","1002307"
"1640","카페","1002308"
"1641","카페","1002309"
"1642","카페","1002310"
"1643","카페","1002311"
"1644","카페","1002312"
"1645","카페","1002313"
"1646","카페","1002314"
"1647","카페","1002315"
"1648","카페","1002316"
"1649","카페","1002317"
"1650","카페","1002318"
"1651","카페","1002319"
"1652","카페","1002320"
"1653","카페","1002321"
"1654","카페","1002322"
"1655","카페","1002323"
"1656","카페","1002324"
"1657","카페","1002325"
"1658","카페","1002326"
"1659","카페","1002327"
"1660","카페","1002328"
"1661","카페","1002329"
"1662","카페","1002330"
"1663","카페","1002331"
"1664","카페","1002332"
"1665","카페","1002333"
"1666","카페","1002334"
"1667","카페","1002335"
"1668","카페","1002336"
"1669","카페","1002337"
"1670","카페","1002338"
"1671","카페","1002339"
"1672","카페","1002340"
"1673","카페","1002341"
"1674","카페","1002342"
"1675","한식","1002343"
"1676","한식","1002344"
"1677","한식","1002345"
"1678","한식","1002346"
"1679","한식","1002347"
"1680","한식","1002348"
"1681","한식","1002349"
"1682","양식","1002350"
"1683","양식","1002351"
"1684","양식","1002352"
"1685","양식","1002353"
"1686","양식","1002354"
"1687","양식","1002355"
"1688","양식","1002356"
"1689","양식","1002357"
"1690","양식","1002358"
"1691","양식","1002359"
"1692","일식","1002360"
"1693","중식","1002361"
"1694","아시안","1002362"
"1695","퓨전","1002363"
"1696","퓨전","1002364"
"1697","양식","1002365"
"1698","양식","1002366"
"1699","양식","1002367"
"1700","양식","1002368"
"1701","양식","1002369"
"1702","양식","1002370"
"1703","양식","1002371"
"1704","이탈리아","1002372"
"1705","이탈리아","1002373"
"1706","이탈리아","1002374"
"1707","이탈리아","1002375"
"1708","이탈리아","1002376"
"1709","이탈리아","1002377"
"1710","이탈리아","1002378"
"1711","이탈리아","1002379"
"1712","이탈리아","1002380"
"1713","이탈리아","1002381"
"1714","이탈리아","1002382"
"1715","한식","1002383"
"1716","양식","1002384"
"1717","양식","1002385"
"1718","양식","1002386"
"1719","양식","1002387"
"1720","양식","1002388"
"1721","양식","1002389"
"1722","양식","1002390"
"1723","양식","1002391"
"1724","양식","1002392"
"1725","양식","1002393"
"1726","양식","1002394"
"1727","양식","1002395"
"1728","양식","1002396"
"1729","양식","1002397"
"1730","양식","1002398"
"1731","양식","1002399"
"1732","양식","1002400"
"1733","양식","1002401"
"1734","양식","1002402"
"1735","양식","1002403"
"1736","양식","1002404"
"1737","멕시코","1002405"
"1738","멕시코","1002406"
"1739","멕시코","1002407"
"1740","멕시코","1002408"
"1741","퓨전","1002409"
"1742","퓨전","1002410"
"1743","퓨전","1002411"
"1744","퓨전","1002412"
"1745","퓨전","1002413"
"1746","퓨전","1002414"
"1747","퓨전","1002415"
"1748","퓨전","1002416"
"1749","퓨전","1002417"
"1750","양식","1002418"
"1751","양식","1002419"
"1752","양식","1002420"
"1753","양식","1002421"
"1754","이탈리아","1002422"
"1755","이탈리아","1002423"
"1756","이탈리아","1002424"
"1757","이탈리아","1002425"
"1758","이탈리아","1002426"
"1759","이탈리아","1002427"
"1760","이탈리아","1002428"
"1761","이탈리아","1002429"
"1762","이탈리아","1002430"
"1763","퓨전","1002431"
"1764","퓨전","1002432"
"1765","퓨전","1002433"
"1766","퓨전","1002434"
"1767","퓨전","1002435"
"1768","퓨전","1002436"
"1769","퓨전","1002437"
"1770","한식","1002438"
"1771","한식","1002439"
"1772","한식","1002440"
"1773","한식","1002441"
"1774","한식","1002442"
"1775","한식","1002443"
"1776","한식","1002444"
"1777","한식","1002445"
"1778","한식","1002446"
"1779","한식","1002447"
"1780","한식","1002448"
"1781","양식","1002449"
"1782","양식","1002450"
"1783","양식","1002451"
"1784","양식","1002452"
"1785","양식","1002453"
"1786","양식","1002454"
"1787","양식","1002455"
"1788","양식","1002456"
"1789","양식","1002457"
"1790","양식","1002458"
"1791","양식","1002459"
"1792","양식","1002460"
"1793","양식","1002461"
"1794","양식","1002462"
"1795","양식","1002463"
"1796","양식","1002464"
"1797","양식","1002465"
"1798","퓨전","1002466"
"1799","퓨전","1002467"
"1800","퓨전","1002468"
"1801","퓨전","1002469"
"1802","퓨전","1002470"
"1803","퓨전","1002471"
"1804","퓨전","1002472"
"1805","퓨전","1002473"
"1806","퓨전","1002474"
"1807","퓨전","1002475"
"1808","퓨전","1002476"
"1809","퓨전","1002477"
"1820","한식","1002490"
"1821","한식","1002491"
"1822","한식","1002492"
"1823","일식","1002496"
